n_estimators,max_depth,random_state,RMSE,MAE
50,5,3,1.2491524817135227,1.0018520552028616
80,3,42,1.2492069989408179,1.0612106788498796
20,4,30,1.249653587993736,0.9828175345071715
549,None,1,1.2498821756132996,0.9794431433775698
549,10,1,1.2498821756132996,0.9794431433775698
549,20,1,1.2498821756132996,0.9794431433775698
60,5,3,1.2499215183148609,1.0066029031452417
10,5,20,1.2501764822245147,0.9020451770451771
40,5,42,1.2504853680261994,0.9658728886853888
30,5,42,1.2507431056165714,0.9611756255208637
549,3,50,1.250951307084682,1.0495867336636224
1000,3,2,1.251304385407909,1.064536774956407
50,4,3,1.2513527989843753,1.0187818349607702
1000,3,50,1.2514097930719819,1.0541884524527603
100,None,3,1.2514791248758408,0.9985714285714286
100,10,3,1.2514791248758408,0.9985714285714286
100,20,3,1.2514791248758408,0.9985714285714286
80,4,3,1.251535787088679,1.0333146591195164
90,4,40,1.2519961792760521,1.0442096440370425
200,5,5,1.2525611819045435,1.0011516273170986
30,3,42,1.2526689986325779,1.0479348316173138
1000,3,4,1.2527717229781816,1.0487330797730319
80,2,2,1.2528739804770228,1.1345869808695566
549,3,30,1.2531075056903225,1.051855885055234
60,None,3,1.2532497439197507,1.0071428571428571
60,10,3,1.2532497439197507,1.0071428571428571
60,20,3,1.2532497439197507,1.0071428571428571
40,2,2,1.2533277547053174,1.1121261660926294
200,4,5,1.253516953732679,1.016499858310739
1000,3,5,1.2537378389747198,1.0566533666688938
100,3,30,1.2539656441648706,1.0541426143194461
60,5,2,1.2540090802389918,0.985777969307381
200,None,5,1.2541523887812496,0.9975000000000002
200,10,5,1.2541523887812496,0.9975000000000002
200,20,5,1.2541523887812496,0.9975000000000002
80,5,40,1.2545452548708438,1.0172867077619194
100,4,5,1.254702794904452,1.0004846051085725
30,1,4,1.2548933650337069,1.179598779840586
90,3,20,1.2549284422872058,1.0674132662406774
10,3,30,1.2552091521234434,0.988286186309935
100,5,40,1.255263042898526,1.016737006188604
70,None,42,1.255483598879489,0.9714285714285715
70,10,42,1.255483598879489,0.9714285714285715
70,20,42,1.255483598879489,0.9714285714285715
50,4,2,1.2555709703632372,1.0019868093920576
20,1,2,1.2555743964553912,1.1601478563246617
40,1,2,1.2559534717881546,1.1723507278679766
90,4,5,1.255968121895872,1.0059922555744414
90,5,40,1.2559730270573441,1.0246435367326137
80,5,1,1.2559753190333047,0.9658284475649233
100,4,40,1.2559838694839756,1.0404367638670318
90,None,40,1.2560014659783176,1.0166666666666664
90,10,40,1.2560014659783176,1.0166666666666664
90,20,40,1.2560014659783176,1.0166666666666664
200,2,42,1.256108908961085,1.1262872533262556
20,3,30,1.2561333929770204,1.0599724280956584
70,5,42,1.2566122055828959,0.9846904440958312
200,3,10,1.2572949139528946,1.065404620645331
200,3,2,1.2575668829591373,1.0825701829601273
50,4,42,1.2575852209726182,0.9996394044884396
549,4,1,1.257705485920461,1.0147066081120986
30,None,42,1.2583372753012994,0.9404761904761901
30,10,42,1.2583372753012994,0.9404761904761901
30,20,42,1.2583372753012994,0.9404761904761901
50,2,10,1.2583510896566465,1.14592312810529
60,5,1,1.2584309839080121,0.9681085650071998
90,2,42,1.2584731874224824,1.1331530877922593
10,2,3,1.258742099811392,1.117334094888816
40,2,10,1.2588743552725585,1.1437384021117165
40,None,3,1.2588969094296119,1.007142857142857
40,10,3,1.2588969094296119,1.007142857142857
40,20,3,1.2588969094296119,1.007142857142857
40,1,4,1.259044263361937,1.1912815704758286
549,5,1,1.2593700153964276,0.9914198170854075
70,4,40,1.2593826986778818,1.048210929073636
100,None,40,1.2594840213357215,1.012857142857143
100,10,40,1.2594840213357215,1.012857142857143
100,20,40,1.2594840213357215,1.012857142857143
60,None,1,1.2595823192819193,0.961904761904762
60,10,1,1.2595823192819193,0.961904761904762
60,20,1,1.2595823192819193,0.961904761904762
70,5,3,1.2597318484464204,1.0068935270900814
40,4,42,1.2598960621533029,0.9953638794616574
50,1,2,1.2609989241800992,1.1734641267827588
40,None,42,1.261005126306562,0.9517857142857143
40,10,42,1.261005126306562,0.9517857142857143
40,20,42,1.261005126306562,0.9517857142857143
60,5,42,1.2612419620298023,0.9869007562070414
70,4,42,1.2616772096271935,1.0140671896096496
80,None,1,1.2619341023093988,0.9660714285714287
80,10,1,1.2619341023093988,0.9660714285714287
80,20,1,1.2619341023093988,0.9660714285714287
50,None,3,1.2620391662475683,1.0085714285714285
50,10,3,1.2620391662475683,1.0085714285714285
50,20,3,1.2620391662475683,1.0085714285714285
40,None,2,1.2624557983775682,0.9517857142857141
40,10,2,1.2624557983775682,0.9517857142857141
40,20,2,1.2624557983775682,0.9517857142857141
100,2,42,1.2625394217873582,1.138295852699271
200,2,40,1.2626600834291484,1.1443159828012368
40,3,40,1.2628316650959224,1.0821315014910333
70,5,1,1.263063178895447,0.9765250285095722
70,3,20,1.263108302676326,1.0652589236103391
549,2,42,1.2634360833397078,1.1403776518296138
1000,3,1,1.2639510185481733,1.0667913392886492
50,None,2,1.2639620247459968,0.9657142857142856
50,10,2,1.2639620247459968,0.9657142857142856
50,20,2,1.2639620247459968,0.9657142857142856
70,5,40,1.2640063150952348,1.0310050226705705
90,5,5,1.2641835402571338,1.000693555069206
1000,3,40,1.264435006962382,1.0716857772784376
50,3,3,1.2646374458588814,1.0751579801388012
100,2,30,1.2650120927582533,1.1415215491681452
40,3,3,1.2654369852125729,1.079789457451362
50,5,1,1.2654378177549075,0.9698382712059184
80,2,42,1.2655608213606666,1.1389822704039372
60,1,2,1.2659275253191522,1.183970936502314
70,None,1,1.2659593442225898,0.9734693877551021
70,10,1,1.2659593442225898,0.9734693877551021
70,20,1,1.2659593442225898,0.9734693877551021
200,3,30,1.2659686579312233,1.0620535244284235
549,3,40,1.2668886384653355,1.077460430229403
60,None,42,1.2669094378879353,0.9773809523809524
60,10,42,1.2669094378879353,0.9773809523809524
60,20,42,1.2669094378879353,0.9773809523809524
60,2,10,1.2670072340603875,1.1404626490082175
60,4,3,1.2671198890647835,1.0426371962066125
200,3,1,1.2678001808347823,1.0699207104370705
90,3,3,1.2682568563865377,1.089486339985986
10,4,2,1.2682797496254987,0.9273214285714287
60,2,30,1.2685263207513542,1.1527674679154798
70,None,3,1.2689381709258545,1.0122448979591836
70,10,3,1.2689381709258545,1.0122448979591836
70,20,3,1.2689381709258545,1.0122448979591836
40,5,2,1.2695686412510094,0.9666828269769446
100,2,40,1.2695987668299695,1.1557470784696255
200,3,20,1.2699322648546978,1.0781409219557179
50,None,1,1.2701743412393658,0.9671428571428571
50,10,1,1.2701743412393658,0.9671428571428571
50,20,1,1.2701743412393658,0.9671428571428571
549,3,20,1.270240240777334,1.0753038563624302
80,2,30,1.2702544534278457,1.1459049535939507
100,3,20,1.270771585544728,1.078055378597363
30,5,40,1.2708552184626054,1.0058191896287136
80,3,3,1.2712056732340762,1.0888259457532723
90,2,40,1.271565463121122,1.1559294148350652
30,2,30,1.2718134813206357,1.1682548119586518
10,3,20,1.2721766708994413,1.0383787444386294
90,2,10,1.2723185314312249,1.1515033523393732
80,2,40,1.273283343650505,1.156618717695558
100,5,5,1.273782976554904,1.0021083265464126
20,1,40,1.2739022701162925,1.1836207331683628
50,2,3,1.274156486563393,1.1581730629047882
20,5,3,1.2746774469813187,1.0558749200108648
70,1,2,1.2747333694829657,1.1966231832609595
90,2,30,1.27552807128409,1.1480460618279655
100,3,1,1.275590367035138,1.064607470688016
549,3,5,1.2760607966270425,1.0769683963679229
20,None,40,1.2760849725401742,1.0321428571428573
20,10,40,1.2760849725401742,1.0321428571428573
20,20,40,1.2760849725401742,1.0321428571428573
90,None,5,1.2762654957023174,0.9999999999999998
90,10,5,1.2762654957023174,0.9999999999999998
90,20,5,1.2762654957023174,0.9999999999999998
30,4,40,1.276592426882282,1.0313623807885595
50,1,3,1.2773665913192103,1.1931315536279643
70,2,10,1.2776490697051028,1.1587197448052027
70,4,3,1.2780917914456895,1.0466425996725606
60,3,3,1.278417521300201,1.0964594894367836
80,2,10,1.2784940321478189,1.1554859535149855
100,3,3,1.2788014602955449,1.0924969674401577
200,3,5,1.279047074142073,1.0879939766985098
50,3,20,1.279628806642205,1.0655353806216628
10,1,10,1.279657114160177,1.2175485585531862
200,2,2,1.2798767166877685,1.1636103669046223
10,1,30,1.279882977072496,1.1878480918113985
80,2,20,1.2799519459869957,1.1368885094378052
80,4,5,1.2802035964678704,1.020906685206603
60,4,42,1.280332671883743,1.0248552276460903
100,None,5,1.2803877760830338,0.9964285714285717
100,10,5,1.2803877760830338,0.9964285714285717
100,20,5,1.2803877760830338,0.9964285714285717
40,2,50,1.2804151608984198,1.150505115753399
70,2,30,1.2804531418938492,1.1546193772566162
100,1,2,1.2807392454333248,1.201543793013482
549,3,1,1.28087915414485,1.0797454416593049
100,2,10,1.2816771291916007,1.161398573107789
40,4,1,1.2820057710168007,0.9810993704802902
80,2,4,1.2821171300056111,1.1684576243634341
90,3,1,1.2822524892154332,1.0712401852488533
50,3,40,1.2829352289708793,1.1071880624761288
60,3,20,1.28359965411781,1.079261555467911
50,5,2,1.2837322028263982,0.9882192774545716
200,2,3,1.2843290784679418,1.1629829379268433
70,2,50,1.2846333978212832,1.16091418398417
70,2,4,1.2880598418368756,1.1770495926459532
70,4,5,1.2881638582667063,1.0304715501655488
100,3,40,1.2882252359255886,1.1110400851650393
80,5,5,1.2882407777357574,1.0160927494528569
70,3,42,1.2885154816085218,1.0967274696875762
40,2,40,1.2885272866188495,1.1620428151948476
10,5,2,1.288617700086371,0.9259803921568627
549,2,3,1.2887122306444123,1.1638260790875086
80,3,1,1.2891529512111066,1.0717794119049722
70,2,42,1.289384933727651,1.1688757789005648
90,2,4,1.2913098007573707,1.1702753042519944
100,3,5,1.2914112295440934,1.0848696177949688
40,2,30,1.2914672728496446,1.1787125509027006
80,1,30,1.291556445494796,1.2092408718196344
70,3,3,1.2916165224536407,1.103778459782376
30,1,5,1.292110401687048,1.219075995095721
50,2,40,1.292186964463684,1.164906301339395
549,2,2,1.29221570565549,1.1727143638363253
70,3,1,1.2928655035332943,1.0790165806150793
10,2,30,1.29318713073221,1.1270607982951468
100,2,50,1.293218901214702,1.1748862981794517
60,3,1,1.293307362107061,1.0672976972477703
40,2,3,1.2933089878027322,1.1727527400288371
80,1,2,1.2934100623811924,1.2103963287714754
90,2,20,1.2937868557453664,1.153393013530622
70,2,40,1.294294463155517,1.172687583098406
80,3,40,1.2945059271939146,1.113776583183854
20,4,3,1.2947530681280928,1.091348595367362
60,3,40,1.2956230031945357,1.1209559331840842
90,1,30,1.2956887562247106,1.2138911292671757
50,2,1,1.2957954790322537,1.1498255487872175
1000,2,42,1.2959500919862472,1.1678761326800584
90,1,2,1.296422700996441,1.217344219105348
90,3,40,1.29645402819191,1.1202796571080822
40,1,5,1.2966967586160565,1.2209855637706446
30,3,40,1.2967845208848174,1.1015825790269407
50,2,50,1.2973745895472315,1.1658763940220618
60,2,42,1.2975284672871747,1.1747795730280732
20,2,3,1.297619604244191,1.166101771372135
20,2,2,1.2977295327649188,1.1452543930122359
40,3,42,1.2978245268642519,1.1014143762414557
40,2,42,1.2983864647065837,1.1587765544997015
90,3,5,1.2986170200766471,1.0972014133396941
60,1,42,1.2986552257593422,1.2181073354612852
60,2,50,1.2987402062743452,1.165774346162775
200,1,42,1.2988525854772044,1.2127316858388935
30,5,3,1.2989246429635757,1.0492184840888756
50,2,42,1.2991724703205487,1.167175647334016
40,2,1,1.2991966937813524,1.1433942633322722
20,2,4,1.299201531166993,1.1668526003384667
30,1,30,1.299587966961864,1.2304828622827333
200,1,40,1.2996167056583907,1.2207889706500814
60,3,42,1.2996213542410635,1.109032358886175
60,2,3,1.30041068106879,1.1850146020652537
200,1,3,1.3004311819853822,1.2203431480437803
549,2,30,1.3005489956466425,1.174274460182367
1000,2,3,1.3009546001224832,1.1736740326879413
30,1,50,1.3011287860737264,1.2006609179091523
549,1,42,1.3011346708098486,1.222481134488185
100,1,40,1.3014158007385719,1.22697557344053
1000,2,30,1.3017341106399987,1.1761359711740345
549,2,10,1.301797893774419,1.1639994287099449
80,None,5,1.302097380876605,1.01875
80,10,5,1.302097380876605,1.01875
80,20,5,1.302097380876605,1.01875
100,1,42,1.3022139393117764,1.2213686112981517
70,1,4,1.302275121466867,1.2250601494499045
100,2,20,1.3022908650866811,1.1608208833119258
1000,2,5,1.3023758640888163,1.1680031098584027
200,2,30,1.3028577208956709,1.1763717905382471
40,2,4,1.3031462217076453,1.187026364477964
70,1,30,1.3033095570089321,1.2199473288815343
549,1,2,1.3033324613142845,1.2322905199536174
80,1,42,1.3034925884206254,1.2184645146629127
20,5,40,1.3035596387550579,1.052965367965368
1000,2,2,1.3036403803650543,1.1773712525876439
30,2,20,1.3037367429197904,1.127008695271644
50,3,42,1.303755933934812,1.1124746670492465
90,1,40,1.3038167910632632,1.2278840792207932
80,2,50,1.3043107632096862,1.1795260170575192
20,2,42,1.3045979397361962,1.1493998596149144
20,2,50,1.304661767940407,1.1762936426357775
40,1,50,1.305234405508932,1.2151822365245348
90,2,50,1.3056857029075764,1.17912225419196
1000,2,10,1.305819976043402,1.1705433027202965
60,2,1,1.3059192573993945,1.1604283485856282
10,2,50,1.3060045402573706,1.103714880827903
60,2,40,1.3060684989522182,1.1826330285903488
30,None,3,1.3062730213662097,1.0523809523809524
30,10,3,1.3062730213662097,1.0523809523809524
30,20,3,1.3062730213662097,1.0523809523809524
549,1,30,1.3070031590402096,1.2324697448045911
20,2,20,1.3075560668188797,1.1435873547693725
70,1,50,1.3075760850160303,1.2221895494871087
80,1,4,1.3076676267757097,1.23085129072086
549,1,3,1.3076796302614726,1.2281908687266816
40,5,1,1.3079137777464096,0.9898573628169218
1000,2,50,1.3079508480256772,1.1784478883595884
60,4,5,1.3083389775544123,1.0330506250279838
20,3,3,1.3083727921516575,1.1193375678358217
30,4,3,1.30854541420801,1.077518000197178
200,2,20,1.3088677698173783,1.1774011286688157
60,1,3,1.3091828910957797,1.222605751550094
20,1,50,1.3091890253783076,1.225365679031658
100,2,4,1.3093749644031445,1.1861433391419414
50,3,1,1.309378068123297,1.0752959056388192
30,3,3,1.3096222703947409,1.111434129209526
200,2,50,1.3099150776617565,1.1902666858950641
90,1,42,1.3099604261782114,1.2273811865794464
1000,2,20,1.3101770462028353,1.1793296777196143
10,3,4,1.3102390350904014,1.0873209679524138
50,1,4,1.31037259589474,1.2293381823528218
90,1,4,1.3105037943422981,1.2305012068519634
549,1,10,1.3105120406977837,1.2265908072494949
100,1,3,1.310795464444109,1.2308643714604786
60,1,4,1.311467256242243,1.231621668259884
1000,1,30,1.3114953305905663,1.232793732073929
50,1,42,1.311932640293944,1.2145885088650843
1000,1,50,1.3121199086512394,1.231399425678047
100,1,30,1.3122050174912034,1.2312937122560332
70,2,20,1.312458905748431,1.1552288032271132
70,5,5,1.3125517757407525,1.0392760674019044
70,1,42,1.3126736310305982,1.2304684144625324
549,1,1,1.3129283145581776,1.2308854245771153
100,1,50,1.3133314019964815,1.235767461701976
100,1,10,1.3135822843022462,1.2406146476757536
70,3,40,1.314014573574346,1.1354553890853865
100,2,1,1.3140685323453662,1.176164517678841
1000,1,42,1.3140763877398114,1.2337517047426538
200,2,1,1.314324409383797,1.1826621873158396
30,2,4,1.3144938462394624,1.1867054735540112
549,1,50,1.3146694572609605,1.2297441154456934
1000,2,40,1.314790334195627,1.183954927744258
90,2,1,1.3151843297065728,1.180890425832332
200,1,1,1.3152228055036912,1.2383887897768002
1000,1,2,1.3153834659785342,1.2395523142454121
10,2,5,1.3159885431291491,1.1480798931581315
80,1,40,1.3160365514004773,1.2366373969285362
10,None,2,1.3161089837634485,0.9214285714285715
10,10,2,1.3161089837634485,0.9214285714285715
10,20,2,1.3161089837634485,0.9214285714285715
50,2,4,1.317043786610582,1.1956492632215154
10,None,4,1.317193987231949,1.0071428571428571
10,10,4,1.317193987231949,1.0071428571428571
10,20,4,1.317193987231949,1.0071428571428571
50,1,50,1.3173122943455475,1.2325131326308856
100,1,4,1.3174590713517642,1.2369594452789874
30,2,1,1.3175298859096394,1.143799187039641
200,1,2,1.31796749545864,1.2405168216527085
1000,2,4,1.3182274520615744,1.1783963368810721
200,1,10,1.318418578948055,1.2411116022697715
40,1,3,1.3190252504860576,1.228283547598973
200,1,5,1.3190460809821893,1.231159258678551
1000,1,5,1.3192636903164494,1.2304012168772753
40,1,1,1.3195689459172135,1.2345212217139283
549,1,5,1.3195710194590144,1.2283463887096318
60,1,50,1.3196250011417558,1.2367363426228764
20,None,3,1.319699641152161,1.0892857142857144
20,10,3,1.319699641152161,1.0892857142857144
20,20,3,1.319699641152161,1.0892857142857144
70,1,40,1.319759035316579,1.2365237734778727
549,2,5,1.320238566389939,1.179552434338969
60,2,4,1.3204849190869454,1.1990413339775594
40,1,42,1.3206476547219645,1.2226433938441137
1000,1,10,1.3213390337252786,1.2361861178667586
30,1,42,1.3214145891939042,1.221780051483594
30,1,40,1.3214274011029923,1.2432458187761137
549,2,50,1.3214793710307833,1.1843267252072145
1000,1,3,1.3214857724779554,1.2381663144950266
90,1,50,1.3216243153217597,1.234690173244228
70,None,5,1.3218063442357233,1.0367346938775508
70,10,5,1.3218063442357233,1.0367346938775508
70,20,5,1.3218063442357233,1.0367346938775508
200,1,50,1.3226873411678473,1.2438937849025269
549,2,40,1.322715706207907,1.1909142993747988
80,2,3,1.3228719028413671,1.204387160924165
30,1,10,1.3230510223759477,1.2596064607087405
549,2,20,1.3233532710946354,1.1859942660941953
200,2,4,1.3233933206432296,1.181530198102616
1000,1,40,1.3242445164381291,1.2411495686116871
90,1,10,1.3243471658213561,1.2470005024501967
30,1,1,1.324492823388894,1.2329926742180104
100,2,3,1.3245799843511359,1.2057659479516631
50,1,40,1.3246247486615272,1.2385989158658766
80,2,1,1.324717857616787,1.1859794134670207
549,2,1,1.3252720979053727,1.1885027527742416
549,1,40,1.3254656704312813,1.2431606873508412
80,3,5,1.325539720063024,1.1167339016498068
100,1,1,1.3259905266967458,1.2531765367055425
60,1,1,1.3260256642186752,1.2482635611405384
1000,1,20,1.326218865367997,1.2435175080864294
1000,2,1,1.3263442801487966,1.1911224721193654
10,3,3,1.3263758190308983,1.092107738698515
200,2,10,1.3267085477822549,1.1907241125101764
30,2,50,1.326951696882452,1.1713418558818363
1000,1,1,1.3271886188077187,1.2444418457027562
50,4,5,1.327561375267733,1.0582236012610282
10,4,4,1.3280108483078854,1.0196251530640306
90,1,1,1.328319369737702,1.2533304031667296
90,1,5,1.3284158180939818,1.2434176797058014
60,2,20,1.3284918237227805,1.161163188696582
90,1,3,1.3286171406900176,1.2445492910311289
90,2,3,1.32884644047091,1.2103944833376488
100,1,5,1.3288907525990703,1.2417955847279203
200,1,30,1.3292167516876428,1.251923010658606
70,2,3,1.3294546643613157,1.2066252853007242
80,1,3,1.329530393064771,1.2418451163953077
10,5,10,1.3297973248202926,0.9956845238095239
70,1,3,1.3298440405737166,1.2378206444678554
70,2,1,1.329849446765385,1.1901351484982576
30,2,40,1.3300161735294271,1.2026988548921227
200,1,4,1.3303373185642433,1.2395743266605648
60,5,5,1.330457001900244,1.036238745302222
100,2,5,1.330752213347728,1.1878968595676216
50,1,30,1.3308659304114758,1.249069936135894
30,1,3,1.3308832352726714,1.2353184635946381
40,None,1,1.3313023966885102,0.9982142857142858
40,10,1,1.3313023966885102,0.9982142857142858
40,20,1,1.3313023966885102,0.9982142857142858
30,5,1,1.3313382517649017,0.9963971186765305
60,1,40,1.3314856506682973,1.2494340083574562
80,1,50,1.3326011094303114,1.2428048439552768
60,1,30,1.3329266794146528,1.247389952896045
10,3,10,1.3330055765235875,1.0802408070571687
50,1,1,1.333221407726036,1.2483202940554656
200,2,5,1.3334642905085101,1.2022916150191472
80,1,1,1.333580917334029,1.2577910286021685
40,3,1,1.3340251662526297,1.0768940220088055
10,2,42,1.3348670839720673,1.1818482380176896
40,2,20,1.33518556168068,1.1508655747863308
30,2,3,1.335231140503033,1.193688182199232
549,2,4,1.3352798076400205,1.1942004232063443
1000,1,4,1.3362185658116967,1.2483334340191838
20,4,40,1.3364797792254355,1.0856005191609692
40,1,40,1.336531434701969,1.2514766722637716
50,2,20,1.336676326046522,1.1656202008080734
20,4,42,1.3373696065618996,1.0434128179865418
20,2,30,1.337985393213129,1.2243954465605975
10,None,10,1.3381757305056334,0.992857142857143
10,10,10,1.3381757305056334,0.992857142857143
10,20,10,1.3381757305056334,0.992857142857143
549,1,20,1.338280940816532,1.2552686113945073
549,1,4,1.3385726868353214,1.2513945935124853
80,1,10,1.3397522635918466,1.2611659824271395
20,5,42,1.3408640189877914,1.028697962090819
80,1,5,1.3416761758403584,1.2571571300124513
60,None,5,1.342742100779725,1.0345238095238096
60,10,5,1.342742100779725,1.0345238095238096
60,20,5,1.342742100779725,1.0345238095238096
40,1,30,1.3427736159080397,1.2586825666993948
90,2,5,1.3436253985107682,1.2041145165169316
70,1,1,1.3455767400986582,1.2623041327868558
50,1,10,1.345682354947508,1.2736196888753415
60,3,5,1.347004941544122,1.130939180419649
70,3,5,1.3470245439003348,1.136088713594646
20,1,10,1.348361711698293,1.2822001989138787
30,4,1,1.3488702008758355,1.005817679158906
20,3,40,1.3495456828126964,1.1592768017567086
10,1,2,1.3497561387580888,1.1689035553953138
10,5,4,1.3504708173712712,1.0142857142857145
100,1,20,1.3504883250437818,1.259734428622647
60,1,10,1.3526470841867215,1.274267394992457
40,1,10,1.35314313592485,1.285576611961877
20,3,42,1.3535619107912218,1.1148830772870526
60,1,5,1.3537829961237955,1.270470348193058
90,1,20,1.35479703659777,1.262357629231995
20,4,5,1.3559218677968783,1.0947741874527588
20,1,3,1.3564718954547814,1.2671158223861383
50,1,5,1.356600793514535,1.2747898352080913
20,None,42,1.3586363962233814,1.0178571428571428
20,10,42,1.3586363962233814,1.0178571428571428
20,20,42,1.3586363962233814,1.0178571428571428
40,4,5,1.3586468565128667,1.0750178392190348
10,5,3,1.3607395298469702,1.0420195702914594
80,1,20,1.360800953783496,1.2631466357681584
30,None,1,1.3612261046337997,1.0023809523809522
30,10,1,1.3612261046337997,1.0023809523809522
30,20,1,1.3612261046337997,1.0023809523809522
20,1,5,1.3613833714475512,1.2701772305034627
70,1,10,1.361468382287071,1.2839641585494195
20,2,1,1.3622101753330105,1.1755388551097756
70,1,5,1.3629678677925328,1.2797685423037304
10,1,5,1.3642753785646167,1.2586687700703396
20,5,1,1.3644588156093016,1.0278641456582631
20,4,1,1.3650253993449992,1.0215787320874665
50,5,5,1.3665282512744974,1.0771965783962796
20,1,42,1.366851636867185,1.2693529984949843
10,1,50,1.3669265195775135,1.248385112621363
10,2,40,1.3671461301490644,1.1247320322107137
30,4,5,1.3696434494108753,1.0933344432217518
200,1,20,1.370149410596909,1.2849434708867915
10,1,3,1.3708592957367913,1.2544780955697632
50,None,5,1.371578860812812,1.0699999999999998
50,10,5,1.371578860812812,1.0699999999999998
50,20,5,1.371578860812812,1.0699999999999998
30,3,1,1.3742311805787508,1.0863143778959943
20,1,30,1.3763796925503773,1.3005441792646526
10,2,1,1.3777098389121836,1.159632591737055
10,4,10,1.3784662315644347,1.1126845877239784
50,3,5,1.3787035823388851,1.1631239951923191
20,None,1,1.3791819521523827,1.0214285714285714
20,10,1,1.3791819521523827,1.0214285714285714
20,20,1,1.3791819521523827,1.0214285714285714
20,1,1,1.3806703165822536,1.2658693161133587
80,2,5,1.3807478960172708,1.234979824641353
20,3,5,1.3830349962169994,1.1848463102048277
20,2,40,1.3834612328927998,1.2394095284505948
70,1,20,1.3845549475930257,1.2847462266040819
10,1,1,1.3864399061066635,1.248919646293596
60,1,20,1.3914905019494268,1.2848704991524733
50,1,20,1.392541904927483,1.2849520379109687
10,2,2,1.3931922682961912,1.1325854145854144
10,None,40,1.394120306347852,1.05
10,10,40,1.394120306347852,1.05
10,20,40,1.394120306347852,1.05
30,3,5,1.3951629000990788,1.1823853807336355
40,5,5,1.3951744543689093,1.0942948426432084
40,None,5,1.3954965834016628,1.0821428571428573
40,10,5,1.3954965834016628,1.0821428571428573
40,20,5,1.3954965834016628,1.0821428571428573
30,2,5,1.3955191600260302,1.260030562940525
10,2,4,1.3996933076459612,1.2324418064165654
10,None,42,1.4002550788032464,1.0642857142857143
10,10,42,1.4002550788032464,1.0642857142857143
10,20,42,1.4002550788032464,1.0642857142857143
10,4,3,1.40078667477415,1.0838409842845327
30,5,5,1.401956300245784,1.1205372405372407
40,1,20,1.4028990936494619,1.2843582053880092
40,3,5,1.4036748585225096,1.1821277459634456
20,5,5,1.4045002256843844,1.1064010989010986
30,None,5,1.4047538337136987,1.1095238095238096
30,10,5,1.4047538337136987,1.1095238095238096
30,20,5,1.4047538337136987,1.1095238095238096
20,3,1,1.4112786981800298,1.1177568558052866
70,2,5,1.4152886564357223,1.2623613127578888
20,None,5,1.416799713640368,1.1178571428571429
20,10,5,1.416799713640368,1.1178571428571429
20,20,5,1.416799713640368,1.1178571428571429
20,2,5,1.4178369998291485,1.2662759954387348
40,2,5,1.422482480360201,1.2764470899046105
10,2,20,1.4232763312968193,1.1961150508605076
10,None,3,1.4242792663559447,1.0857142857142856
10,10,3,1.4242792663559447,1.0857142857142856
10,20,3,1.4242792663559447,1.0857142857142856
60,2,5,1.424952773840544,1.262343878884994
10,3,40,1.4262157921311787,1.1433004304124992
30,1,20,1.4286375624581915,1.296149428203232
10,4,40,1.4300442241933289,1.11100439499057
20,1,20,1.4418939774561608,1.313441395732667
50,2,5,1.4424061246042656,1.2803560351516363
10,5,40,1.4428260371025028,1.0868831168831172
10,5,42,1.4462673165060638,1.1070238095238092
10,1,20,1.4604097981496045,1.2933185790136108
10,3,42,1.4665088933581552,1.203704536149788
10,1,42,1.4808057361072815,1.3655729309856892
10,None,1,1.489726724700109,1.0642857142857143
10,10,1,1.489726724700109,1.0642857142857143
10,20,1,1.489726724700109,1.0642857142857143
10,4,1,1.4910141373563561,1.080502952507263
10,4,42,1.5002532045996615,1.1524177652979328
10,5,1,1.508123586080011,1.086904761904762
10,3,1,1.511137122822356,1.155506519010214
